,NAME,ADDRESS,OPEN_YEAR_ROUND,HANDICAP_ACCESSIBLE,LAT,LNG,LAT1,LNG1,indicator,pro,add,add1
142,Devoe Park,"West Fordham Road, University Avenue, Sedgwick Avenue, Father Zeiser Place",Yes,No,NA,NA,NA,NA,,NA,"Devoe Park, Bronx, NY 10468, USA",NA
143,Drew Playground,"Fulton Avenue, East 169 Street",Yes,Not Available,NA,NA,NA,NA,,NA,"Drew Playground, Fulton Ave, Bronx, NY 10456, USA","169 S Fulton Ave, Tulsa, OK 74112, USA"
144,Eastchester Playground,"Adee Avenue, Tenbroeck Avenue",Yes,Not Available,40.8698953,-73.8527494,NA,NA,1,NA,"Eastchester Playground, Bronx, NY 10469, USA",NA
145,Edenwald Playground,"East 226 Drive, Schieffelin Avenue",Yes,No,40.8841875,-73.8450307,40.8834859,-73.8453026,1,1.91E-07,"Edenwald Playground, Schieffelin Ave, Bronx, NY 10466, USA","Schieffelin Ave, Bronx, NY 10466, USA"
146,Flynn Playground,"3 Avenue, East 158 Street, Brook Avenue, East 157 Street",Yes,Not Available,42.2463216,-70.9972162,NA,NA,,NA,"Flynn Playground, South St, Quincy, MA 02169, USA",NA
147,Fort Independence Playground,"Stevenson Place, West 238 Street, Sedgwick Avenue",Yes,Not Available,40.8816434,-73.8961157,34.8686932,-85.8394199,1,71.81449338,"Fort Independence Playground, Bronx, NY 10463, USA","Stevenson, AL, USA"
148,Franz Sigel Park,"East 153 Street, Gerard Avenue, East 151 Street, Walton Avenue",Yes,Not Available,40.8231019,-73.9253274,NA,NA,1,NA,"Franz Sigel Park, Bronx, NY 10451, USA",NA
149,Grove Hill Playground,"East 158 Street, Caldwell Avenue, Eagle Avenue",Yes,Not Available,NA,NA,NA,NA,,NA,"Grove Hill Playground, E 158th St, Bronx, NY 10456, USA",NA
150,Grove Hill Playground,"Holland Avenue, Magenta Street, Cueger Avenue",Yes,Not Available,NA,NA,NA,NA,,NA,"Grove Hill Playground, E 158th St, Bronx, NY 10456, USA",NA
151,Haffen Park,"Burke Avenue, Hammersley Avenue, Gunther Avenue, Ely Avenue",Yes,No,40.8736702,-73.8393333,NA,NA,1,NA,"Haffen Park, Bronx, NY 10469, USA",NA
153,Harris Park,"West 205 Street, Paul Avenue, Bedford Pk B, Goulden Avenue",Yes,Not Available,-33.8223447,151.0093394,NA,NA,,NA,"Harris Park NSW 2150, Australia",NA
154,Havemeyer,"Watson Avenue, Havennuemeter Avenue, Cross Bronx Expressway",Yes,Not Available,41.0539313,-73.5671808,NA,NA,,NA,"Havemeyer Ln, Greenwich, CT 06830, USA",NA
155,Henry Hudson Park,"Palisade Avenue, Kappock Street & Independence Avenue",Yes,Not Available,40.8445809,-73.9449285,NA,NA,,NA,"Henry Hudson Pkwy, New York, NY, USA",NA
156,Horseshoe Playground,"Hall Place, Rodgers Place, East 165 Street",Yes,Not Available,40.8240128,-73.8976774,43.6358402,-79.425958,1,15.54457087,"Horseshoe Park, Hall Pl, Bronx, NY 10459, USA","165 Dufferin St, Toronto, ON M6K 3H6, Canada"
157,Hunts Point Playground,"Spofford Avenue, Hunts Point Avenue, Faile Street",Yes,Not Available,40.8142264,-73.8858262,40.8144125,-73.8868227,1,1.85E-07,"Hunts Point Playground, Hunts Point Ave, Bronx, NY 10474, USA","Spofford Ave, Bronx, NY 10474, USA"
158,Julio Barballo Field,"Lafayette Avenue, Manda Street",Yes,Not Available,-25.2624483,-57.4841778,33.5391114,-92.8469446,,2079.385843,"Optaciano Carballo, Luque, Paraguay","Amanda St SW, Camden, AR 71701, USA"
159,Loreto Park Playground,"Morris Park Avenue, Haight Avenue, Tomlinson Avenue, Van Nest Avenue",Yes,Not Available,NA,NA,40.8522006,-73.8507279,,NA,NA,"Morris Park, Bronx, NY, USA"
160,Lozada Playground,"East 135 Street, Willis Avenue, Alexander Avenue",Yes,Not Available,40.8078754,-73.9250518,NA,NA,1,NA,NA,NA
161,Macombs Dam Park,East 161th street & Ruppert Place,Yes,Not Available,40.8275468,-73.92977,40.0221122,-86.1021167,1,9.804029195,"Macombs Dam Park, Bronx, NY 10451, USA","E 161st St, Indiana, USA"
162,Magenta Playground,"Olinville Avenue, Rosewood Street",Yes,Not Available,40.8736833,-73.8679103,40.873235,-73.868208,1,1.33E-07,"Magenta Playground, Olinville Ave, Bronx, NY 10467, USA","Rosewood St, Bronx, NY 10467, USA"
163,Mapes Pool,"East 180 Street, Mapes & Prospect avenues",Yes,Not Available,NA,NA,44.676126,-84.2319123,,NA,NA,"180 Mapes Rd, Luzerne, MI 48636, USA"
164,Marble Hill Playground,"Marble Hill Avenue, West 130 Street, West 228 Street",Yes,Not Available,40.877523,-73.9082418,38.833984,-90.838313,1,34.59726077,"Marble Hill Playground, Bronx, NY 10463, USA","130 Marble Crossing Dr, Wentzville, MO 63385, USA"
165,Matthew Muliner Playground,"Delancy Place, Miliner Avenue, Matthews Avenue",Yes,Not Available,NA,NA,NA,NA,,NA,NA,NA
166,Mazzei Playground,"Mace Avenue, Williamsbridge Road",Yes,Not Available,40.8626762,-73.8582626,40.8629385,-73.8520399,1,1.63E-06,"Mazzei Playground, Williamsbridge Rd, Bronx, NY 10469, USA","Mace Ave, Bronx, NY, USA"
167,Millbrook Playground,"East 135 Street, Cypress Avenue",Yes,Not Available,NA,NA,NA,NA,,NA,"Millbrook Playground, East Hartford, CT 06118, USA","135 Cypress Ave, St Cloud, FL 34769, USA"
168,Mosholu Playground,"Mosholu Parkway, Bainbridge Avenue, Briggs Avenue",Yes,Not Available,NA,NA,NA,NA,,NA,NA,NA
169,Mott Playground,"Morris Avenue, College Avenue, McClellan Street",Yes,Not Available,NA,NA,NA,NA,,NA,"Mott Playground, Morris Ave, Sarasota, FL 34239, USA",NA
170,Mullaly Park (Skate Building),"East 164 Street, Jerome Avenue, Macombs Dam Bridge, East 162 Street, River Avenue",Yes,Not Available,NA,NA,NA,NA,,NA,NA,NA
171,Nelson Playground,"West 166 Street, Nelson Avenue, Woodycrest Avenue",Yes,Not Available,40.8348988,-73.9269807,NA,NA,1,NA,"Nelson Playground, Nelson Ave, Bronx, NY 10452, USA",NA
172,Noble Playground,"Nobel Avenue, Bronx River Avenue, Bronx River Parkway, Cross Bronz Expressway",Yes,Not Available,40.8372519,-73.8722287,NA,NA,1,NA,"Noble Playground, Bronx River Ave, Bronx, NY 10460, USA",NA
173,Orchard Beach Pavilion,"Bruckner Boulevard, Eastchester Bay, Hutchinson",Yes,Not Available,42.976524,-77.976095,40.8524136,-73.8263227,1,8.8145745,"Orchard Dr, Le Roy, NY 14482, USA","Bruckner Blvd, Bronx, NY, USA"
175,Owen Dolen Recreation Center,"Westchester Avenue, Lane Avenue, East Tremont Avenue",Yes,No,NA,NA,41.0144987,-73.7118056,,NA,NA,"Westchester Ave, New York, USA"
176,P.O. Serrano Playground,"Turnbull Avenue, Olmstead Avenue, Lafayette Avenue",Yes,Not Available,NA,NA,NA,NA,,NA,NA,NA
177,Parkside Playground,"Arnow Avenue, Adee Avenue, Olinville Avenue",Yes,Not Available,NA,NA,NA,NA,,NA,NA,NA
178,Pelham Bay Park (Bruckner Boulevard and Wilkinson Avenue),"Bruckner Boulevard, Eastchester Bay, Hutchinson",Yes,Not Available,NA,NA,NA,NA,,NA,"Bruckner Blvd & Wilkinson Ave, Bronx, NY 10461, USA","Bruckner Blvd, Bronx, NY, USA"
179,Pelham Bay Park (Bruckner CS),"Bruckner Boulevard, Eastchester Bay, Hutchinson",Yes,Not Available,NA,NA,NA,NA,,NA,"Middletown - Pelham Bay, Bronx, NY, USA","Bruckner Blvd, Bronx, NY, USA"
180,Pelham Bay Park (Hunter Island Picnic Area),"Bruckner Boulevard, Eastchester Bay, Hutchinson",Yes,Not Available,40.8496714,-73.8330844,40.8524136,-73.8263227,,1.85E-05,"Middletown - Pelham Bay, Bronx, NY, USA","Bruckner Blvd, Bronx, NY, USA"
181,Pelham Bay Park (Playground for All Children),Bruckner Expressway & Buhre Avenue,Yes,Yes,40.8496714,-73.8330844,40.8252582,-73.8663659,,0.000812508,"Middletown - Pelham Bay, Bronx, NY, USA","Bruckner Expy, Bronx, NY, USA"
182,Pelham South Park Headquarters,"Bruckner Boulevard, Eastchester Bay, Hutchinson",Yes,Not Available,33.3160127,-86.8016106,40.8524136,-73.8263227,,97.78697141,"Chandalar Office Park Cir, Pelham, AL 35124, USA","Bruckner Blvd, Bronx, NY, USA"
183,Quarry Ballfields,"Quarry Road, East 181 Street, Oak Place & Hughes Avenue",Yes,Not Available,40.8510258,-73.890971,NA,NA,1,NA,"Quarry Ballfields, Arthur Ave, Bronx, NY 10457, USA",NA
184,Rainey Park,"Dawson Street, Beck Street, Kelly Street, Intervale Avenue, Longwood Avenue",Yes,Not Available,22.5358784,88.3586033,NA,NA,,NA,"Rainey Park, Ballygunge, Kolkata, West Bengal 700019, India",NA
185,Randall Playground,"Randall Avenue, Castle Hill Avenue",Yes,Not Available,NA,NA,NA,NA,,NA,"Randall Playground, Randall Ave, Bronx, NY 10473, USA","Castle Creek Dr, Missouri City, TX 77489, USA"
186,Rev. Polite Playground,"Rev. James Polite Avenue, Intervale Avenue, East 167 Street",Yes,Not Available,NA,NA,NA,NA,,NA,"Reverend Polite Playground, Hall Pl, Bronx, NY 10459, USA",NA
187,Richman (Echo) Park Playground,"East 178 Street & Ryer Avenue, Upper Level",Yes,Not Available,NA,NA,NA,NA,,NA,NA,"E 178th St, Bronx, NY, USA"
188,Rienzi Playground,"East 226 Street, Barnes Avenue, East 225 Street",Yes,Not Available,NA,NA,NA,NA,,NA,"Rienzi Playground, 226 White Plains Rd, Bronx, NY 10466, USA","226 S Barnes Ave, Springfield, MO 65802, USA"
189,Riverbend Playground,"Bailey Avenue, West Kingsbridge Road",Yes,Not Available,40.8718815,-73.9059453,NA,NA,,NA,"Riverbend Playground, Bailey Ave, Bronx, NY 10463, USA",NA
190,Rose Hill Park,"Webster Avenue, Harlem River, East Fordham Road",Yes,Not Available,51.4901036,-0.9642497,40.8444372,-73.9026954,2,776.4783607,"Rosehill Park, Reading, Reading RG4 8XE, UK","Webster Ave, Bronx, NY, USA"
191,Seton Park,"West 135 Street, Independence Avenue, West 232 Street",Yes,Not Available,40.885941,-73.9165092,38.8875829,-77.0127201,1,6.187338131,"Seton Park, Independence Ave, Bronx, NY 10463, USA","135 Independence Ave SW, Washington, DC 20024, USA"
192,Slattery Playground,"East 183 Street, Ryer Avenue, Valentine Avenue",Yes,Not Available,40.857314,-73.8983205,NA,NA,1,NA,"Slattery Playground, E 183rd St, Bronx, NY 10458, USA",NA
193,Soundview Park Playground,Metcalf Avenue between Seward and Randall Avenues,Yes,Not Available,40.8222095,-73.8597328,NA,NA,1,NA,"Space Time Playground, Underhill Ave, Bronx, NY 10473, USA",NA
194,Space Time Playground,"Streetory Avenue, Bolton Avenue, Lafayette Avenue, Underhill Avenue",Yes,Not Available,NA,NA,NA,NA,,NA,"Space Time Playground, Underhill Ave, Bronx, NY 10473, USA",NA
195,Stars & Stripes Playground,"Guerlain Street, Thieriot Avenue, Taylor Avenue",Yes,Not Available,NA,NA,NA,NA,,NA,"Stars, Angono, Rizal, Philippines",NA
196,Tiffany Playground,"Tiffany Street, Fox Street, East 167 Street",Yes,Not Available,NA,NA,NA,NA,,NA,"Tiffany Playground, 1050 Tiffany St, Bronx, NY 10459, USA",NA
197,Tremont Park Playground,Corner of East 175 Street & Arthur Avenue,Yes,Not Available,NA,NA,43.1905,-91.8592758,,NA,"Cullinan Park playground, S Prairie Ln, Tremont, IL 61568, USA",NA
198,Van Cortlandt Park (Allen Shandler Recreation Area),"Broadway, Jerome Avenue, City Line, Van Cortlandt Park South",Yes,No,NA,NA,40.890385,-73.896044,2,NA,NA,NA
199,Van Cortlandt Park (Classic Playground),Van Cortlandt Park South and Gouverneur Avenue,Yes,No,NA,NA,40.8849265,-73.8907719,2,NA,NA,"Van Cortlandt Park S & Gouverneur Ave, Bronx, NY 10463, USA"
200,Van Cortlandt Park (Indian Field),"Broadway, Jerome Avenue, City Line, Van Cortlandt Park South",Yes,Yes,NA,NA,40.89651,-73.878271,2,NA,NA,NA
201,Van Cortlandt Park (Nature Center),West 239 Street & Van Cortlandt East,Yes,No,NA,NA,40.891135,-73.893921,2,NA,NA,"W 239th St, Kansas, USA"
202,Van Cortlandt Park (Pool Building),West 242nd Street & Broadway,Yes,No,NA,NA,40.8895802,-73.8999318,2,NA,NA,"W 242nd St, Bronx, NY, USA"
203,Van Cortlandt Park (Stables Area),Broadway and West 254th Street,Yes,No,NA,NA,40.9010541,-73.8969283,2,NA,NA,NA
204,Van Cortlandt Park (Stadium),"Broadway, Jerome Avenue, City Line, Van Cortlandt Park South",Yes,No,NA,NA,40.888181,-73.897402,2,NA,NA,NA
205,Van Cortlandt par (UC Pool Headquarters),"Broadway, Jerome Avenue, City Line, Van Cortlandt Park South",Yes,No,NA,NA,40.8899,-73.895857,2,NA,NA,NA
206,Van Cortlandt Park (Woodlawn Playground),West 239 Street & Broadway,Yes,No,NA,NA,40.900074,-73.872186,2,NA,NA,"W 239th St, Kansas, USA"
207,Vidalia Park,Vyse & Daly avenues between West 179-180 streets,Yes,Not Available,40.8442589,-73.8811989,52.1790819,-1.2987189,1,822.7095637,"Vidalia Park, Bronx, NY 10460, USA","Vyse Cottage, 22 Townsend Ln, Upper Boddington, Daventry, Northamptonshire NN11 6DR, UK"
208,Vinmont Veteran Playground,"Mosholu Avenue, West 254 Street, Riverdale Avenue, West 256 Street",Yes,Not Available,NA,NA,NA,NA,,NA,NA,NA
209,Virginia Playground,"Virginia Avenue, McGraw Avenue, Cross Bronx Expressway, White Plains Road",Yes,Not Available,40.8342007,-73.8622136,NA,NA,1,NA,"Virginia Playground, Cross Bronx Expy, Bronx, NY 10462, USA",NA
210,Wakefield Playground,"Matilda Avenue, East 239 Street, Carpenter Avenue",Yes,Not Available,40.9018109,-73.854679,NA,NA,1,NA,"Wakefield Playground, Matilda Ave, Bronx, NY 10470, USA",NA
211,Watson Gleason Playground,"Gleason Avenue, Rosedale Avnue, Watson Avenue, Nobel Avenue",Yes,Not Available,40.8284567,-73.868921,28.6160748,-80.8213475,1,84.90568755,"Watson Gleason Playground, Noble Ave, Bronx, NY 10472, USA","Rosedale St, Titusville, FL 32796, USA"
212,Webster Playground,E. 188 St. Bet. Webster Avenue and Park Avenue,Yes,Not Available,40.8595438,-73.8929003,NA,NA,1,NA,NA,NA
213,Williamsbridge Oval,"Reservoir Oval East, Reservoir Oval West, Reservoir Place, Putnam Place, Bainbridge Avenue, Wayne Avenue, Tryon Avenue, Holt Place, Van Cortlandt Avenue",Yes,Not Available,40.8779125,-73.8775576,NA,NA,1,NA,"Williamsbridge Oval, 3225 Reservoir Oval E, Bronx, NY 10467, USA",NA
214,Willis Playground,"East 139 Street, East 140 Street, Willis & Alexander avenues",Yes,Not Available,40.8109536,-73.9228473,NA,NA,1,NA,"Willis Playground, Willis Ave, Bronx, NY 10454, USA","140th St, Kansas, USA"
215,Zimmerman Playground,"Britton Street, Barker Avenue, Olinville Avenue",Yes,Not Available,NA,NA,NA,NA,,NA,"Zimmerman Playground, Britton St, Bronx, NY 10467, USA",NA
216,Abe Lincoln Playground,"East 135 Street, between Madison & 5 avenues",Yes,Not Available,40.8123146,-73.937268,43.0730517,-89.4012302,1,34.95995306,"Abraham Lincoln Playground, New York, NY 10037, USA","Madison, WI, USA"
217,Alexander Hamilton Playground,"Hamilton Place, West 140 to West 141 Streets",Yes,Not Available,40.8230268,-73.9513202,41.2795964,-82.2451306,1,3.786701697,"Alexander Hamilton Playground, Hamilton Pl, New York, NY 10031, USA","W Hamilton St & N Coast Inland Trail - Lorain County (Elyria to Kipton), Oberlin, OH 44074, USA"
218,Alfred E. Smith Park,"Catherine Slip, Madison & South Streets",Yes,Not Available,42.653986,-73.75993,43.0730517,-89.4012302,1,6.554732417,"Alfred E. Smith Building, Albany, NY 12210, USA","Madison, WI, USA"
219,Alice Kornegay Triangle,"Lexington Avenue, East 128 & East 129 Streets",Yes,No,NA,NA,40.92844,-81.1153853,,NA,NA,"N Rockhill Ave, Alliance, OH 44601, USA"
220,Annunciation Park,"Convent and Amsterdam Avenue, W 135 Street",Yes,Not Available,38.5152427,-90.309449,40.8184009,-73.9508602,2,37.67641794,"Annunciation Dr, St. Louis, MO 63125, USA","W 135th St & Convent Ave, New York, NY 10031, USA"
221,Asser Levy Playground,Asser Levy Place & East 24-25 streets,Yes,No,NA,NA,NA,NA,,NA,NA,"Asser Levy Pl, New York, NY 10010, USA"
222,Audoubon Playground,West 170 Street & audubon avenue,Yes,No,NA,NA,NA,NA,,NA,"Audubon Park, 2909 W Northwest Blvd, Spokane, WA 99205, USA","W 170th St, Eagleville, MO 64442, USA"
223,Augustus St. Gaudens,"East 19 to East 20 streets, 2 avenue",Yes,Not Available,NA,NA,NA,NA,,NA,"Augustus St. Gaudens Playground, 2nd Ave, New York, NY 10003, USA","20 W 2nd Ave, Kennewick, WA 99336, USA"
224,Bendheim Playground,100th Street and 5th Avenue,Yes,Not Available,NA,NA,NA,NA,,NA,"Robert Bendheim Playground, 1184 5th Ave, New York, NY 10029, USA","5th Ave & 100th St, Deer Park, WI 54007, USA"
225,Bennett Park,"West 185 Street, Ft Washington Avenue",Yes,Not Available,51.4656923,0.0122441,40.1390398,-75.2100952,,852.0172975,"Bennett Park, London SE3 9RA, UK","185 Fort Washington Ave, Fort Washington, PA 19034, USA"
226,Bleecker Playground,Hudson & West 11 streets,Yes,Not Available,40.7362218,-74.0055909,42.2528649,-73.790959,1,0.32551999,"Bleecker Playground, Hudson St, New York, NY 10014, USA","Hudson, NY, USA"
227,Bloomingdale Playground,"Amsterdam Avenue, West 104 & West 105 streets",Yes,Not Available,40.7993583,-73.9662115,40.7987854,-73.9658493,1,2.08E-07,"Bloomingdale Playground, 907 Amsterdam Ave, New York, NY 10025, USA","W 104th St, New York, NY 10025, USA"
228,Carl Schurz Park,East 84 Street & East End Avenue,Yes,Yes,40.7751302,-73.9436973,39.2430991,-93.8875601,1,30.55461806,"Carl Schurz Park, East 86th Street & East End Ave, New York, NY 10028, USA","E 84th St, Missouri, USA"
229,Carl Schurz Promenade,"Stone Wall to East River, East 84 to East 90 streets",Yes,Not Available,48.8629644,8.2005383,NA,NA,,NA,"Carl-Schurz-StraÌÙe, 76437 Rastatt, Germany",NA
230,Carmansville Playground,"Amsterdam Avenue, West 151 to West 152 streets",Yes,Not Available,NA,NA,NA,NA,,NA,"Carmansville Playground, Amsterdam Ave, New York, NY 10031, USA","Amsterdam Bridge, Toronto, ON, Canada"
231,Chelsea Park,West 27 Street & 9 Avenue,Yes,Not Available,NA,NA,NA,NA,,NA,"Chelsea Park, Pittsford, NY 14534, USA","W 27th St, Norfolk, VA, USA"
232,Chelsea Recreation Center,"South of West 25 Street, 9 to 10 avenues",Yes,Not Available,NA,NA,NA,NA,,NA,"Chelsea Recreation Center, New York, NY 10001, USA","10 Avenue Rd, Toronto, ON M5R 2E8, Canada"
233,Cherry Tree Washington Playground,"99 to 100 streets, 3 Avenue",Yes,Not Available,NA,NA,NA,NA,,NA,"Playground, 10525 SE Cherry Blossom Dr, Portland, OR 97216, USA","100 3rd St, Etobicoke, ON M8V 1H5, Canada"
234,Col. Charles Young Playground,West 144 Street & Lenox Avenue,Yes,No,40.8195904,-73.9361885,41.628064,-87.6560306,1,11.09213013,"Colonel Charles Young Playground, New York, NY 10037, USA","W 144th St, Riverdale, IL 60827, USA"
235,Coleman Square Playground,Between Cherry & Monroe streets,Yes,Not Available,40.7112051,-73.9936545,39.099582,-94.575511,1,33.17019538,"Coleman Square Playground, Monroe St, New York, NY 10002, USA","On 12th Between Cherry and Holmes Eastbound, Kansas City, MO 64106, USA"
236,Columbus Park,"Baxter, Mulberry, Bayard & Worth streets",Yes,Yes,41.389954,-71.8303537,NA,NA,,NA,"Columbus Park, Westerly, RI 02891, USA",NA
237,Corporal John A. Seravalli,Hudson & Horatio streets,Yes,Not Available,40.7392063,-74.0048564,42.2528649,-73.790959,,0.323767639,"Corporal John A. Seravalli Playground, Horatio St, New York, NY 10014, USA","Hudson, NY, USA"
238,De Witt Clinton Park,"West 52 to West 54 streets, 11 to 12 avenues",Yes,Not Available,40.768136,-73.9943891,NA,NA,1,NA,"De Witt Clinton Park, New York, NY 10019, USA",NA
239,Downing Street Playground,"downing to carmine streets, Avenue of the Americas",Yes,Not Available,NA,NA,NA,NA,,NA,NA,NA
240,Dry Dock Playground,"East 10 Street & Szold Place, Avenue D",Yes,Not Available,NA,NA,NA,NA,,NA,NA,"E 10th St, Kinsley, KS 67547, USA"
241,Dyckman House Museum,Broadway & West 204 Street,Yes,No,NA,NA,41.1115472,-73.8583806,,NA,NA,"Broadway, New York, USA"
242,East River Park (10th Street),Northern extreme of park,Yes,Not Available,35.3599567,-93.5415784,40.142144,-76.964023,,79.2769749,"10th St, Scranton, AR 72863, USA","Whitetail Xtreme Hunts, 39 S York Rd, Dillsburg, PA 17019, USA"
243,East River Park (Tennis Courts),East River Park at Broome Street,Yes,Not Available,39.1510196,-94.5833899,NA,NA,,NA,"Tennis Ct, North Kansas City, MO 64116, USA",NA
244,East River Park (Track Building),East 6 Street & FDR Drive,Yes,No,NA,NA,43.9719586,-92.0560338,,NA,NA,"E 6th St, St Charles, MN 55972, USA"
245,East River Playround,"FDR Drive, East 106 to East 107 streets",Yes,No,40.7892847,-73.9380028,NA,NA,,NA,"East River Playground, E 106th St, New York, NY 10029, USA",NA
246,Fort Tryon Park (Anne Loftus Playground),Broadway & Dyckman Street,Yes,Not Available,NA,NA,41.1115472,-73.8583806,,NA,NA,"Broadway, New York, USA"
247,Fort Tryon Park (CafŽ),One Margaret Corbin Drive,Yes,No,NA,NA,48.8632856,-99.622883,,NA,"Robert Bendheim Playground, 1184 5th Ave, New York, NY 10029, USA","100th St NE & 5th Ave NE, Rolla, ND 58367, USA"
248,Fort Tryon Park (The Cloisters),"Riverside Drive to Broadway, West 192 to Dyckman streets",Yes,Not Available,NA,NA,40.8158821,-73.9623705,,NA,NA,"Riverside Dr, New York, NY, USA"
249,Fort Washington Park (Lily Brown Playground),"West 162 Street, east of Riverside Drive",Yes,Not Available,40.1416782,-75.1926937,35.5888502,-82.5700538,,33.58785163,"Fort Washington, PA, USA","162 Riverside Dr, Asheville, NC 28801, USA"
